Episode,Number of Falls
2995,366
2996,366
2997,367
2998,367
2999,367
3000,367
3001,367
3002,367
3003,367
3004,368
3005,368
3006,368
3007,368
3008,368
3009,368
3010,368
3011,368
3012,368
3013,368
3014,368
3015,368
3016,368
3017,368
3018,368
3019,368
3020,368
3021,368
3022,368
3023,368
3024,368
3025,368
3026,368
3027,369
3028,369
3029,369
3030,369
3031,370
3032,370
3033,370
3034,370
3035,371
3036,371
3037,371
3038,371
3039,371
3040,371
3041,371
3042,371
3043,371
3044,371
3045,371
3046,371
3047,371
3048,372
3049,372
3050,372
3051,372
3052,372
3053,372
3054,372
3055,372
3056,372
3057,372
3058,372
3059,372
3060,372
3061,372
3062,372
3063,373
3064,373
3065,373
3066,374
3067,374
3068,374
3069,374
3070,374
3071,374
3072,374
3073,374
3074,374
3075,374
3076,374
3077,374
3078,374
3079,374
3080,374
3081,375
3082,375
3083,375
3084,375
3085,375
3086,375
3087,375
3088,376
3089,376
3090,376
3091,376
3092,376
3093,376
3094,377
3095,377
3096,377
3097,378
3098,378
3099,378
3100,378
3101,378
3102,379
3103,379
3104,379
3105,379
3106,379
3107,380
3108,380
3109,380
3110,380
3111,380
3112,380
3113,380
3114,381
3115,381
3116,381
3117,381
3118,381
3119,381
3120,381
3121,381
3122,381
3123,381
3124,381
3125,381
3126,382
3127,382
3128,382
3129,382
3130,382
3131,382
3132,383
3133,383
3134,383
3135,383
3136,383
3137,383
3138,383
3139,383
3140,383
3141,383
3142,383
3143,383
3144,383
3145,383
3146,383
3147,383
3148,383
3149,384
3150,384
3151,384
3152,384
3153,384
3154,384
3155,384
3156,384
3157,384
3158,384
3159,384
3160,384
3161,385
3162,385
3163,385
3164,385
3165,385
3166,385
3167,385
3168,385
3169,385
3170,385
3171,385
3172,385
3173,385
3174,385
3175,385
3176,385
3177,385
3178,385
3179,385
3180,385
3181,385
3182,385
3183,385
3184,385
3185,385
3186,385
3187,385
3188,385
3189,385
3190,385
3191,385
3192,385
3193,385
3194,386
3195,386
3196,386
3197,386
3198,386
3199,386
3200,386
3201,386
3202,386
3203,386
3204,386
3205,386
3206,387
3207,387
3208,387
3209,387
3210,387
3211,387
3212,387
3213,387
3214,387
3215,387
3216,387
3217,387
3218,387
3219,387
3220,388
3221,388
3222,388
3223,389
3224,389
3225,389
3226,389
3227,389
3228,389
3229,389
3230,389
3231,390
3232,390
3233,390
3234,390
3235,390
3236,390
3237,390
3238,390
3239,390
3240,390
3241,390
3242,390
3243,391
3244,391
3245,392
3246,392
3247,393
3248,394
3249,394
3250,394
3251,394
3252,394
3253,394
3254,395
3255,395
3256,395
3257,395
3258,395
3259,395
3260,395
3261,395
3262,395
3263,395
3264,395
3265,395
3266,395
3267,395
3268,395
3269,395
3270,395
3271,395
3272,395
3273,395
3274,395
3275,395
3276,395
3277,395
3278,395
3279,396
3280,397
3281,397
3282,397
3283,397
3284,397
3285,397
3286,397
3287,397
3288,397
3289,397
3290,397
3291,397
3292,397
3293,397
3294,397
3295,397
3296,397
3297,397
3298,397
3299,397
3300,398
3301,398
3302,398
3303,398
3304,398
3305,398
3306,398
3307,398
3308,398
3309,398
3310,398
3311,398
3312,398
3313,398
3314,398
3315,398
3316,399
3317,399
3318,399
3319,399
3320,399
3321,399
3322,399
3323,399
3324,399
3325,399
3326,399
3327,399
3328,399
3329,399
3330,399
3331,399
3332,399
3333,400
3334,400
3335,400
3336,400
3337,400
3338,400
3339,401
3340,401
3341,401
3342,401
3343,401
3344,401
3345,401
3346,401
3347,401
3348,401
3349,401
3350,401
3351,401
3352,401
3353,401
3354,401
3355,401
3356,401
3357,401
3358,401
3359,401
3360,401
3361,401
3362,401
3363,401
3364,401
3365,401
3366,401
3367,401
3368,401
3369,402
3370,403
3371,403
3372,403
3373,404
3374,404
3375,404
3376,404
3377,404
3378,404
3379,404
3380,404
3381,404
3382,404
3383,404
3384,404
3385,404
3386,404
3387,405
3388,405
3389,406
3390,406
3391,407
3392,407
3393,407
3394,407
3395,407
3396,407
3397,408
3398,408
3399,408
3400,408
3401,408
3402,408
3403,408
3404,409
3405,409
3406,409
3407,409
3408,410
3409,410
3410,410
3411,410
3412,410
3413,410
3414,410
3415,410
3416,410
3417,410
3418,410
3419,410
3420,410
3421,411
3422,411
3423,411
3424,411
3425,411
3426,411
3427,411
3428,411
3429,411
3430,411
3431,412
3432,412
3433,412
3434,412
3435,412
3436,412
3437,413
3438,414
3439,414
3440,414
3441,414
3442,414
3443,415
3444,415
3445,415
3446,415
3447,415
3448,415
3449,415
3450,415
3451,415
3452,415
3453,416
3454,416
3455,416
3456,416
3457,416
3458,416
3459,416
3460,416
3461,416
3462,416
3463,416
3464,416
3465,416
3466,416
3467,417
3468,417
3469,417
3470,417
3471,417
3472,418
3473,418
3474,418
3475,418
3476,419
3477,419
3478,419
3479,419
3480,419
3481,419
3482,419
3483,419
3484,419
3485,419
3486,419
3487,419
3488,419
3489,419
3490,419
3491,419
3492,419
3493,419
3494,419
3495,419
3496,419
3497,419
3498,420
3499,420
3500,420
3501,420
3502,420
3503,420
3504,420
3505,420
3506,420
3507,420
3508,420
3509,421
3510,421
3511,421
3512,421
3513,421
3514,421
3515,421
3516,421
3517,421
3518,421
3519,422
3520,422
3521,422
3522,422
3523,422
3524,422
3525,422
3526,422
3527,422
3528,422
3529,422
3530,422
3531,422
3532,422
3533,422
3534,422
3535,422
3536,422
3537,422
3538,422
3539,422
3540,422
3541,423
3542,423
3543,423
3544,423
3545,423
3546,423
3547,423
3548,423
3549,423
3550,423
3551,423
3552,423
3553,423
3554,423
3555,423
3556,423
3557,423
3558,424
3559,424
3560,424
3561,424
3562,424
3563,424
3564,424
3565,424
3566,424
3567,424
3568,424
3569,424
3570,425
3571,425
3572,425
3573,426
3574,426
3575,427
3576,427
3577,427
3578,427
3579,427
3580,427
3581,427
3582,427
3583,427
3584,427
3585,427
3586,428
3587,428
3588,428
3589,428
3590,428
3591,428
3592,428
3593,428
3594,428
3595,428
3596,428
3597,428
3598,428
3599,428
3600,428
3601,428
3602,428
3603,429
3604,429
3605,429
3606,430
3607,430
3608,430
3609,430
3610,430
3611,430
3612,430
3613,430
3614,430
3615,430
3616,430
3617,430
3618,431
3619,431
3620,431
3621,431
3622,431
3623,431
3624,431
3625,431
3626,431
3627,431
3628,431
3629,431
3630,431
3631,431
3632,431
3633,431
3634,431
3635,431
3636,431
3637,431
3638,431
3639,431
3640,432
3641,432
3642,432
3643,432
3644,432
3645,433
3646,433
3647,433
3648,433
3649,433
3650,433
3651,433
3652,433
3653,433
3654,433
3655,433
3656,433
3657,433
3658,433
3659,433
3660,433
3661,433
3662,433
3663,433
3664,433
3665,433
3666,433
3667,433
3668,433
3669,433
3670,433
3671,433
3672,433
3673,433
3674,433
3675,433
3676,433
3677,433
3678,433
3679,433
3680,433
3681,433
3682,433
3683,433
3684,433
3685,433
3686,434
3687,434
3688,434
3689,434
3690,434
3691,435
3692,435
3693,435
3694,435
3695,435
3696,435
3697,435
3698,435
3699,435
3700,435
3701,435
3702,435
3703,435
3704,435
3705,435
3706,435
3707,435
3708,435
3709,435
3710,436
3711,436
3712,436
3713,436
3714,436
3715,436
3716,436
3717,436
3718,436
3719,436
3720,436
3721,436
3722,436
3723,436
3724,436
3725,436
3726,436
3727,436
3728,436
3729,436
3730,436
3731,436
3732,436
3733,436
3734,436
3735,436
3736,436
3737,436
3738,436
3739,436
3740,437
3741,437
3742,438
3743,438
3744,438
3745,438
3746,438
3747,438
3748,438
3749,438
3750,438
3751,438
3752,438
3753,438
3754,438
3755,438
3756,438
3757,438
3758,438
3759,439
3760,439
3761,439
3762,439
3763,439
3764,439
3765,439
3766,439
3767,439
3768,439
3769,439
3770,439
3771,439
3772,439
3773,439
3774,439
3775,439
3776,439
3777,440
3778,440
3779,440
3780,440
3781,440
3782,441
3783,441
3784,441
3785,441
3786,441
3787,441
3788,441
3789,441
3790,441
3791,441
3792,441
3793,441
3794,441
3795,441
3796,441
3797,441
3798,441
3799,441
3800,441
3801,441
3802,441
3803,441
3804,441
3805,441
3806,441
3807,441
3808,441
3809,441
3810,441
3811,441
3812,441
3813,441
3814,441
3815,441
3816,441
3817,441
3818,441
3819,441
3820,441
3821,441
3822,441
3823,441
3824,442
3825,442
3826,442
3827,442
3828,442
3829,442
3830,442
3831,442
3832,442
3833,442
3834,442
3835,442
3836,442
3837,442
3838,442
3839,442
3840,442
3841,442
3842,442
3843,442
3844,442
3845,442
3846,442
3847,442
3848,442
3849,442
3850,442
3851,442
3852,442
3853,442
3854,442
3855,442
3856,442
3857,442
3858,443
3859,443
3860,443
3861,443
3862,443
3863,443
3864,443
3865,443
3866,443
3867,444
3868,444
3869,444
3870,444
3871,444
3872,444
3873,444
3874,444
3875,445
3876,445
3877,445
3878,445
3879,445
3880,445
3881,445
3882,445
3883,445
3884,445
3885,445
3886,445
3887,445
3888,445
3889,445
3890,445
3891,445
3892,445
3893,445
3894,445
3895,445
3896,445
3897,445
3898,445
3899,445
3900,445
3901,445
3902,445
3903,445
3904,445
3905,445
3906,445
3907,445
3908,445
3909,445
3910,445
3911,445
3912,445
3913,445
3914,445
3915,445
3916,445
3917,446
3918,446
3919,446
3920,446
3921,446
3922,446
3923,446
3924,446
3925,447
3926,447
3927,447
3928,447
3929,447
3930,447
3931,447
3932,447
3933,447
3934,447
3935,447
3936,447
3937,447
3938,447
3939,447
3940,447
3941,447
3942,447
3943,447
3944,447
3945,447
3946,447
3947,447
3948,447
3949,447
3950,448
3951,448
3952,448
3953,448
3954,448
3955,448
3956,448
3957,448
3958,448
3959,448
3960,448
3961,448
3962,448
3963,448
3964,448
3965,449
3966,449
3967,449
3968,449
3969,449
3970,449
3971,449
3972,449
3973,449
3974,449
3975,449
3976,449
3977,449
3978,449
3979,449
3980,449
3981,450
3982,450
3983,450
3984,450
3985,450
3986,450
3987,450
3988,451
3989,451
3990,451
3991,451
3992,452
3993,452
3994,452
3995,452
3996,452
3997,452
3998,452
3999,452
4000,452
4001,452
4002,452
4003,452
4004,452
4005,452
4006,452
4007,452
4008,452
4009,452
4010,452
4011,452
4012,452
4013,452
4014,452
4015,452
4016,452
4017,452
4018,452
4019,452
4020,452
4021,452
4022,452
4023,452
4024,453
4025,453
4026,453
4027,453
4028,453
4029,453
4030,453
4031,453
4032,453
4033,453
4034,453
4035,453
4036,453
4037,453
4038,453
4039,453
4040,453
4041,453
4042,453
4043,453
4044,453
4045,453
4046,453
4047,453
4048,454
4049,454
4050,454
4051,454
4052,454
4053,454
4054,454
4055,454
4056,454
4057,454
4058,454
4059,454
4060,454
4061,454
4062,454
4063,454
4064,454
4065,454
4066,454
4067,454
4068,454
4069,454
4070,454
4071,454
4072,454
4073,454
4074,454
4075,454
4076,454
4077,454
4078,454
4079,454
4080,454
4081,454
4082,454
4083,454
4084,454
4085,454
4086,454
4087,454
4088,454
4089,454
4090,454
4091,454
4092,454
4093,454
4094,454
4095,454
4096,454
4097,454
4098,454
4099,454
4100,454
4101,454
4102,454
4103,454
4104,454
4105,454
4106,454
4107,454
4108,454
4109,454
4110,454
4111,454
4112,454
4113,454
4114,454
4115,454
4116,454
4117,454
4118,454
4119,454
4120,455
4121,455
4122,455
4123,455
4124,455
4125,455
4126,456
4127,456
4128,456
4129,456
4130,456
4131,456
4132,456
4133,456
4134,456
4135,456
4136,456
4137,456
4138,456
4139,456
4140,456
4141,456
4142,456
4143,456
4144,456
4145,456
4146,456
4147,456
4148,456
4149,456
4150,456
4151,456
4152,456
4153,456
4154,456
4155,456
4156,456
4157,456
4158,456
4159,456
4160,456
4161,456
4162,456
4163,456
4164,456
4165,456
4166,456
4167,456
4168,456
4169,456
4170,456
4171,456
4172,456
4173,456
4174,456
4175,456
4176,457
4177,457
4178,457
4179,457
4180,457
4181,457
4182,458
4183,458
4184,458
4185,458
4186,458
4187,458
4188,458
4189,458
4190,458
4191,458
4192,458
4193,458
4194,458
4195,458
4196,458
4197,458
4198,458
4199,458
4200,458
4201,458
4202,459
4203,460
4204,460
4205,460
4206,460
4207,460
4208,460
4209,460
4210,460
4211,460
4212,460
4213,460
4214,460
4215,460
4216,460
4217,460
4218,460
4219,460
4220,460
4221,460
4222,460
4223,460
4224,460
4225,460
4226,460
4227,460
4228,460
4229,460
4230,460
4231,460
4232,460
4233,460
4234,460
4235,460
4236,460
4237,460
4238,460
4239,460
4240,460
4241,460
4242,460
4243,460
4244,460
4245,460
4246,460
4247,460
4248,460
4249,460
4250,460
4251,460
4252,460
4253,460
4254,460
4255,460
4256,460
4257,460
4258,460
4259,460
4260,460
4261,460
4262,460
4263,460
4264,460
4265,460
4266,460
4267,460
4268,460
4269,460
4270,460
4271,461
4272,461
4273,461
4274,461
4275,461
4276,461
4277,461
4278,461
4279,461
4280,461
4281,461
4282,461
4283,461
4284,461
4285,461
4286,461
4287,461
4288,461
4289,461
4290,462
4291,462
4292,462
4293,462
4294,462
4295,462
4296,462
4297,462
4298,462
4299,462
4300,462
4301,462
4302,462
4303,462
4304,462
4305,462
4306,462
4307,462
4308,462
4309,462
4310,463
4311,463
4312,463
4313,463
4314,463
4315,463
4316,463
4317,463
4318,463
4319,463
4320,463
